1.35,0.85,0.6,0.8
3.1,2.9,0,1
3.85,3.5,0.707,0.707
3.2,4.15,1,0
1,4.2,1,0
0.3,3.5,-0.707,0.707
1.5,2.6,0,1
2.15,1.8,-0.707,0.707
0.1,0.1,-0.707,0.707
