3.9,1,0.25882,0.96593
1,0.25,0.25882,0.96593
1.8,1.8,0.707,0.707
1.8,2.35,0.707,0.707
2.8,2.9,0,1
3.5,3.5,0.707,0.707
2.95,4.2,1,0
0.5,4.2,1,0
0,3.7,-0.707,0.707
0.5,2.9,0,1
1.5,2.9,0,1
1.7,2.1,-0.707,0.707
-0.3,0,-0.707,0.707
