1.95,1.8,0.707,0.707
2.3,2.52,0.707,0.707
3.45,2.9,0,1
4,3.5,0.707,0.707
3,4.15,1,0
0.5,4.15,1,0
0,3.7,-0.707,0.707
0.45,2.8,0,1
1.5,2.9,0,1
2,2,-0.707,0.707
0,0.15,-0.707,0.707
