0.715,0.392,0.198,0.9802
1.305,0.497,-0.1626,0.9867
1.94,0.258,-0.1399,0.9902
2.821,0.004,0.1077,0.9942
3.732,0.303,0.5133,0.8582
4.001,0.758,0.5729,0.8196
