0.685,0.288,0.2869,0.958
1.103,0.661,0.308,0.9514
1.521,0.967,0.0678,0.9977
1.798,1.005,0.1088,0.9941
2.171,1.065,-0.0514,0.9987
2.709,1.027,-0.0089,1
3.12,1.02,0.0567,0.9984
3.426,1.065,0.2947,0.9556
